Name,cvss,description,detection_method,detection_result,efdec65ce341 login:,host,impact,insight,instances,log_method,metasploit.com,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
ISC BIND DoS Vulnerability (CVE-2024-1975) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.18.28']",,172.31.1.101,[],"[""""If a server hosts a zone containing a 'KEY' Resource Record, or a resolver DNSSEC-validates a 'KEY' Resource Record from a DNSSEC-signed domain in cache, a client can exhaust resolver CPU resources by sending a stream of SIG(0) signed requests.""""]",[],[],,,{},53,"['cpe:/a:isc:bind:9.11.3', 'Detected by ISC BIND Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.145294)']",udp,"['cve: CVE-2020-8625', 'url: https://kb.isc.org/docs/cve-2020-8625', 'cert-bund: WID-SEC-2023-0063', 'cert-bund: CB-K21/0190', 'dfn-cert: DFN-CERT-2022-0074', 'dfn-cert: DFN-CERT-2021-0955', 'dfn-cert: DFN-CERT-2021-0556', 'dfn-cert: DFN-CERT-2021-0375']",HIGH,"['Update to version 9.18.28, 9.20.0, 9.18.28-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND Access Control Vulnerability (Jun 2018) - Linux,7.5,['Some versions of BIND can improperly permit recursive query service to unauthorized clients.'],"['Checks if a vulnerable version is present on the target host.', 'Details: ISC BIND Access Control Vulnerability (Jun 2018) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.141179', 'Version used: 2023-07-20T05:05:17Z']","['Installed version: 9.11.3', 'Fixed version: Workaround', 'Installation path / port: 53/udp', 'Solution: Solution type: Workaround', 'See the vendor advisory for workarounds.', 'Affected Software/OS ISC BIND 9.9.12, 9.10.7, 9.11.3, 9.12.0->9.12.1-P2, 9.13.0, 9.9.12-S1, 9.10.7-S1, 9.11.3-S1, and 9.11.3-S2.']",,172.31.1.101,[],[],[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294)']",udp,"['cve: CVE-2018-5738', 'url: https://kb.isc.org/docs/aa-01616', 'cert-bund: CB-K18/0723', 'dfn-cert: DFN-CERT-2019-0436', 'dfn-cert: DFN-CERT-2018-1134']",HIGH,['See the vendor advisory for workarounds.'],OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2018-5743) - Linux,7.5,['ISC BIND is prone to a denial of service vulnerability due to ineffective simultaneous TCP client limiting.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.11.6-P1', 'Installation path / port: 53/udp']",,172.31.1.101,"['By exploiting the failure to limit simultaneous TCP connections, an attacker can deliberately exhaust the pool of file descriptors available to named, potentially affecting network connections and the management of files such as log files or zone journal files.', 'In cases where the named process is not limited by OS-enforced per-process limits, this could additionally potentially lead to exhaustion of all available free file descriptors on that system.']","['By design, BIND is intended to limit the number of TCP clients that can be connected at any given time.', 'The number of allowed connections is a tunable parameter which, if unset, defaults to a conservative value for most servers.', 'Unfortunately, the code which was intended to limit the number of simultaneous connections contains an error which can be exploited to grow the number of simultaneous connections beyond this limit.']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2018-5743', 'url: https://kb.isc.org/docs/cve-2018-5743', 'cert-bund: WID-SEC-2025-1196', 'cert-bund: WID-SEC-2025-1195', 'cert-bund: CB-K19/0423', 'cert-bund: CB-K19/0349']",HIGH,"['Update to version 9.11.6-P1, 9.12.4-P1, 9.14.1, 9.11.5-S6, 9.11.6-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND 'deny-answer-aliases' Denial of Service Vulnerability,7.5,['ISC BIND is prone to a denial of service vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.11.4-P1', 'path / port: 53/udp']",,172.31.1.101,['Successful exploitation will allow remote attackers to cause a denial of service (assertion failure).'],"[""""The flaw exists due to a defect in the feature 'deny-answer-aliases' which leads to assertion failure in 'name.c'.""""]",[],[],,,{},53,"['cpe:/a:isc:bind:9.11.3', 'Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2018-5740', 'url: https://kb.isc.org/docs/aa-01639', 'cert-bund: WID-SEC-2025-1193', 'cert-bund: CB-K18/0842', 'dfn-cert: DFN-CERT-2021-2273', 'dfn-cert: DFN-CERT-2019-2042', 'dfn-cert: DFN-CERT-2019-1594', 'dfn-cert: DFN-CERT-2019-1119', 'dfn-cert: DFN-CERT-2019-0436', 'dfn-cert: DFN-CERT-2019-0069', 'dfn-cert: DFN-CERT-2018-2435', 'dfn-cert: DFN-CERT-2018-1562']",HIGH,['Update to ISC BIND version 9.9.13-P1 or 9.10.8-P1 or 9.11.4-P1 or 9.12.2-P1 or 9.11.3-S3 or later.'],OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2021-25215) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: ISC BIND DoS Vulnerability (CVE-2021-25215) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.145865', 'Version used: 2021-08-17T14:01:00Z']","['Installed version: 9.11.3', 'Fixed version: 9.11.31', 'path / port: 53/udp']",,172.31.1.101,"['When a vulnerable version of named receives a query for a record triggering the flaw described above, the named process will terminate due to a failed assertion check.']","['DNAME records, described in RFC 6672, provide a way to redirect a subtree of the domain name tree in the DNS. A flaw in the way named processes these records may trigger an attempt to add the same RRset to the ANSWER section more than once. This causes an assertion check in BIND to fail.', 'DNAME records are processed by both authoritative and recursive servers. For authoritative servers, the DNAME record triggering the flaw can be retrieved from a zone database. For servers performing recursion, such a record is processed in the course of a query sent to an authoritative server.']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2021-25215', 'url: https://kb.isc.org/docs/cve-2021-25215', 'cert-bund: WID-SEC-2025-2027', 'cert-bund: WID-SEC-2022-0623', 'cert-bund: CB-K22/0012', 'cert-bund: CB-K21/0452', 'dfn-cert: DFN-CERT-2022-0566', 'dfn-cert: DFN-CERT-2021-1504', 'dfn-cert: DFN-CERT-2021-0915', 'dfn-cert: DFN-CERT-2021-0909', 'dfn-cert: DFN-CERT-2021-0898']",HIGH,"['Update to version 9.11.31, 9.16.15, 9.17.12, 9.11.31-S1, 9.16.15-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2022-38177) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.16.33', 'path / port: 53/udp']",,172.31.1.101,"['By spoofing the target resolver with responses that have a malformed ECDSA signature, an attacker can trigger a small memory leak. It is possible to gradually erode available memory to the point where named crashes for lack of resources.']",['The DNSSEC verification code for the ECDSA algorithm leaks memory when there is a signature length mismatch.'],[],[],,,{},53,"['cpe:/a:isc:bind:9.11.3', 'Detected by ISC BIND Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.145294)']",udp,"['cve: CVE-2022-38177', 'url: https://kb.isc.org/docs/cve-2022-38177', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2022-1492', 'dfn-cert: DFN-CERT-2023-1162', 'dfn-cert: DFN-CERT-2022-2664', 'dfn-cert: DFN-CERT-2022-2354', 'dfn-cert: DFN-CERT-2022-2191', 'dfn-cert: DFN-CERT-2022-2099']",HIGH,"['Update to version 9.16.33, 9.16.33-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2022-38178) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: ISC BIND DoS Vulnerability (CVE-2022-38178) - Linux', 'OID:1.3.6.1.4.1.25623.1.0.124174', 'Version used: 2023-10-18T05:05:17Z']","['Installed version: 9.11.3', 'Fixed version: 9.16.33', 'Installation', 'path / port: 53/udp']",,172.31.1.101,"['By spoofing the target resolver with responses that have a malformed EdDSA signature, an attacker can trigger a small memory leak. It is possible to gradually erode available memory to the point where named crashes for lack of resources.']",['The DNSSEC verification code for the EdDSA algorithm leaks memory when there is a signature length mismatch.'],[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2022-38178', 'url: https://kb.isc.org/docs/cve-2022-38178', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2022-1492', 'dfn-cert: DFN-CERT-2023-1162', 'dfn-cert: DFN-CERT-2022-2664', 'dfn-cert: DFN-CERT-2022-2354', 'dfn-cert: DFN-CERT-2022-2099']",HIGH,"['Update to version 9.16.33, 9.18.7, 9.19.5, 9.16.33-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2023-2828) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.16.42', 'path / port: 53/udp']",,172.31.1.101,"['By exploiting this flaw, an attacker can cause the amount of memory used by a named resolver to go well beyond the configured max-cache-size limit. The effectiveness of the attack depends on a number of factors (e.g. query load, query patterns), but since the default value of the max-cache-size statement is 90%, in the worst case the attacker can exhaust all available memory on the host running named, leading to a denial-of-service condition.']","['Every named instance configured to run as a recursive resolver maintains a cache database holding the responses to the queries it has recently sent to authoritative servers. The size limit for that cache database can be configured using the max-cache-size statement in the configuration file, it defaults to 90% of the total amount of memory available on the host. When the size of the cache reaches 7/8 of the configured limit, a cache-cleaning algorithm starts to remove expired and/or least-recently used RRsets from the cache, to keep memory use below the configured limit. It has been discovered that the effectiveness of the cache-cleaning algorithm used in named can be severely diminished by querying the resolver for specific RRsets in a certain order, effectively allowing the configured max-cache-size limit to be significantly exceeded.']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2023-2828', 'url: https://kb.isc.org/docs/cve-2023-2828', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-2917', 'cert-bund: WID-SEC-2023-2625', 'cert-bund: WID-SEC-2023-1533']",HIGH,"['Update to version 9.16.42, 9.18.16, 9.19.14, 9.16.42-S1, 9.18.16-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2023-3341) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.16.44', 'path / port: 53/udp']",,172.31.1.101,"['By sending a specially crafted message over the control channel, an attacker can cause the packetparsing code to run out of available stack memory, causing named to terminate unexpectedly.']","[""""The code that processes control channel messages sent to named calls certain functions recursively during packet parsing. Recursion depth is only limited by the maximum accepted packet size. Depending on the environment, this may cause the packet-parsing code to run out of available stack memory, causing named to terminate unexpectedly. Since each incoming control channel message is fully parsed before its contents are authenticated, exploiting this flaw does not require the attacker to hold a valid RNDC key. Only network access to the control channel's configured TCP port is necessary.""""]",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2023-3341', 'url: https://kb.isc.org/docs/cve-2023-3341', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-2412', 'dfn-cert: DFN-CERT-2025-0010', 'dfn-cert: DFN-CERT-2023-3177', 'dfn-cert: DFN-CERT-2023-2941', 'dfn-cert: DFN-CERT-2023-2223']",HIGH,"['Update to version 9.16.44, 9.18.19, 9.19.17, 9.16.44-S1, 9.18.19-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
ISC BIND DoS Vulnerability (CVE-2023-4408) - Linux,7.5,['ISC BIND is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 9.11.3', 'Fixed version: 9.16.48', 'Installation path / port: 53/udp']",,172.31.1.101,"[""""By flooding the target server with queries exploiting this flaw an attacker can significantly impair the server's performance, effectively denying legitimate clients access to the DNS resolution service.""""]","['The DNS message parsing code in named includes a section whose computational complexity is overly high. It does not cause problems for typical DNS traffic, but crafted queries and responses may cause excessive CPU load on the affected named instance by exploiting this flaw. This issue affects both authoritative servers and recursive resolvers.']",[],[],,,{},53,"['Product: cpe:/a:isc:bind:9.11.3', 'Method: ISC BIND Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.145294']",udp,"['cve: CVE-2023-4408', 'url: https://kb.isc.org/docs/cve-2023-4408', 'cert-bund: WID-SEC-2024-1313', 'cert-bund: WID-SEC-2024-1307', 'cert-bund: WID-SEC-2024-1248', 'cert-bund: WID-SEC-2024-1226', 'cert-bund: WID-SEC-2024-0386', 'dfn-cert: DFN-CERT-2025-0041', 'dfn-cert: DFN-CERT-2025-0010']",HIGH,"['Update to version 9.16.48, 9.18.24, 9.19.21, 9.16.48-S1, 9.18.24-S1 or later.']",OPENVAS,openvas_sameersbn_bind_9.11.3-20190706
