Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host,cve,Quality of Detection (QoD),summary,quality_of_detection,urls,cert-bund,dfn-cert
Samba 3.0.0 <= 4.0.7 DoS Vulnerability (CVE-2013-4124),"['Samba 3.0.x to 4.0.7 are affected by a denial of service attack on authenticated or guest connections.', 'A malformed packet can cause the smbd server to loop the CPU performing memory allocations and preventing any further service.', 'A connection to a file share, or a local account is needed to exploit this problem, either authenticated or unauthenticated if guest connections are allowed.', 'This flaw is not exploitable beyond causing the code to loop allocating memory, which may cause the machine to exceed memory limits.']","['Installed version: 3.0.20', 'Fixed version: 3.5.22', 'Installation path / port: 445/tcp']","['SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)', 'Checks if a vulnerable version is present on the target host.']","['cpe:/a:samba:samba:3.0.20', 'Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",['Denial of Service'],"['Update to version 3.5.22, 3.6.17, 4.0.8 or later.']","['All current released versions of Samba are vulnerable to a denial of service on an authenticated or guest connection.', 'A malformed packet can cause the smbd server to loop the CPU performing memory allocations and preventing any further service.', 'A connection to a file share, or a local account is needed to exploit this problem, either authenticated or unauthenticated if guest connections are allowed.', 'This flaw is not exploitable beyond causing the code to loop allocating memory, which may cause the machine to exceed memory limits.']",[],['5.0'],445.0,tcp,MEDIUM,"['CVE-2013-4124', 'cve: CVE-2013-4124', 'url: https://www.samba.org/samba/security/CVE-2013-4124.html', 'cert-bund: CB-K14/0986', 'cert-bund: CB-K14/0696', 'cert-bund: CB-K13/0714', 'cert-bund: CB-K13/0704', 'dfn-cert: DFN-CERT-2014-1026', 'dfn-cert: DFN-CERT-2014-0726', 'dfn-cert: DFN-CERT-2013-1714', 'dfn-cert: DFN-CERT-2013-1700', 'dfn-cert: DFN-CERT-2013-1500', 'dfn-cert: DFN-CERT-2013-1488', 'dfn-cert: DFN-CERT-2013-1462', 'dfn-cert: DFN-CERT-2013-1454']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 3.0.1 <= 3.0.22 DoS Vulnerability (CVE-2006-3403),['Memory exhaustion DoS against smbd.'],"['Product detection result: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",[],"['Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",[],[],[],[],[],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 3.0.1 <= 3.0.22 DoS Vulnerability (CVE-2006-3403),['Memory exhaustion DoS against smbd.'],"['Installed version: 3.0.20', 'Fixed version: Apply patch', 'Installation path / port: 445/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",[],['Apply the patch mentioned in the linked reference.'],['The smbd daemon maintains internal data structures used track active connections to file and printer shares. In certain circumstances an attacker may be able to continually increase the memory usage of an smbd process by issuing a large number of share connection requests. This defect affects all Samba configurations.'],[],['5.0'],445.0,tcp,MEDIUM,"['cve: CVE-2006-3403', 'url: https://www.samba.org/samba/security/CVE-2006-3403.html']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba < 3.0.32 winbind Daemon DoS Vulnerability,[],[],[],"['Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']",[],[],[],[],[],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba < 3.0.32 winbind Daemon DoS Vulnerability,['Samba is prone to a winbind daemon denial of service (DoS) vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 3.0.32', 'Installation path / port: 445/tcp']","['Details: Samba < 3.0.32 winbind Daemon DoS Vulnerability', 'OID:1.3.6.1.4.1.25623.1.0.800711', 'Version used: 2025-09-17T05:39:26Z', 'Product Detection Result', 'Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011)']","['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011)']",['Successful exploitation will let the attacker crash the application.'],"['Solution type: VendorFix', 'Update to version 3.0.32 or later.']",['This aw is due to a race condition in the winbind daemon which allows remote attackers to cause denial of service through unspecied vectors related to an unresponsive child process.'],[],['5.0'],445.0,tcp,MEDIUM,"['url: http://wiki.rpath.com/wiki/Advisories:rPSA-2008-0308', 'url: http://www.samba.org/samba/history/samba-3.0.32.html', 'url: http://www.securityfocus.com/archive/1/archive/1/497941/100/0/threaded']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
"Samba < 3.4.8, 3.5.x < 3.5.2 Multiple Remote DoS Vulnerabilities",[],[],[],[],[],[],[],[],[],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
"Samba < 3.4.8, 3.5.x < 3.5.2 Multiple Remote DoS Vulnerabilities",['Samba is prone to multiple remote denial of service (DoS) vulnerabilities.'],"['Installed version: 3.0.20', 'Fixed version: 3.4.8/3.5.2 or later', 'Installation path / port: 445/tcp']","['Details: Samba < 3.4.8, 3.5.x < 3.5.2 Multiple Remote DoS Vulnerabilities', 'OID:1.3.6.1.4.1.25623.1.0.100644', 'Version used: 2023-07-28T16:09:07Z', 'Product Detection Result', 'Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']","['Product: cpe:/a:samba:samba:3.0.20', 'Detected by SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']","['An attacker can exploit these issues to crash the application, denying service to legitimate users.']","['Solution type: VendorFix', 'Update to version 3.4.8, 3.5.2 or later.']",[],[],['7.5'],445.0,tcp,HIGH,"['cve: CVE-2010-1635', 'cve: CVE-2010-1642', 'url: http://www.securityfocus.com/bid/40097', 'url: https://bugzilla.samba.org/show_bug.cgi?id=7229', 'url: https://bugzilla.samba.org/show_bug.cgi?id=7254', 'url: http://samba.org/samba/history/samba-3.4.8.html', 'url: http://samba.org/samba/history/samba-3.5.2.html']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba < 3.5.7 'FD_SET' Memory Corruption Vulnerability,['Samba is prone to a memory-corruption vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 3.5.7', 'Installation path / port: 445/tcp']","[""Details: Samba < 3.5.7 'FD_SET' Memory Corruption Vulnerability"", 'OID:1.3.6.1.4.1.25623.1.0.103095', 'Version used: 2025-09-17T05:39:26Z']","['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']","['An attacker can exploit this issue to crash the application or cause the application to enter an infinite loop. Due to the nature of this issue, arbitrary code execution may be possible but this has not been confirmed.']",['Updates are available. Please see the references for more information.'],[],[],['5.0'],445.0,tcp,MEDIUM,"['cve: CVE-2011-0719', 'url: http://www.securityfocus.com/bid/46597', 'url: http://samba.org/samba/security/CVE-2011-0719.html']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba 'mtab' Lock File Handling Local DoS Vulnerability,"[""Samba is prone to a local denial of service (DoS) vulnerability that affects the mounting utilities 'mount.cifs' and 'umount.cifs'.""]","['Installed version: 3.0.20', 'Fixed version: 3.6.1', 'Installation path / port: 445/tcp']","[""Details: Samba 'mtab' Lock File Handling Local DoS Vulnerability"", 'OID:1.3.6.1.4.1.25623.1.0.103283', 'Version used: 2025-09-17T05:39:26Z']","['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']","['A local attacker can exploit this issue to cause the mounting utilities to abort, resulting in a denial-of-service condition.']",['Updates are available. Please see the references for more information.'],[],[],['4.7'],445.0,tcp,MEDIUM,"['cve: CVE-2011-3585', 'url: http://www.securityfocus.com/bid/49940', 'url: https://bugzilla.samba.org/show_bug.cgi?id=7179', 'url: http://git.samba.org/?p=cifs-utils.git;a=commitdiff;h=810f7e4e0f2dbcbee0294->d9b371071cb08268200']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba <= 3.4.5 'mount.cifs' Utility Local Privilege Escalation Vulnerability,"[""Samba is prone to a local privilege escalation vulnerability in the 'mount.cifs' utility.""]","['Installed version: 3.0.20', 'Fixed version: 3.4.6', 'Installation path / port: 445/tcp']","[""Details: Samba <= 3.4.5 'mount.cifs' Utility Local Privilege Escalation Vulnerability"", 'OID:1.3.6.1.4.1.25623.1.0.100476', 'Version used: 2025-09-17T05:39:26Z', 'SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)']","['Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011', 'cpe:/a:samba:samba:3.0.20']",['Local attackers can exploit this issue to gain elevated privileges on affected computers.'],['Updates are available. Please see the references for more information.'],[],[],"['4.4', '4.3']",445.0,tcp,MEDIUM,"['cve: CVE-2011-3585', 'url: http://www.securityfocus.com/bid/49940', 'url: https://bugzilla.samba.org/show_bug.cgi?id=7179', 'url: http://git.samba.org/?p=cifs-utils.git;a=commitdiff;h=810f7e4e0f2dbcbee0294->d9b371071cb08268200', 'cve: CVE-2009-3297', 'cve: CVE-2010-0787', 'url: http://www.securityfocus.com/bid/37992', 'dfn-cert: DFN-CERT-2012-0462', 'dfn-cert: DFN-CERT-2012-0171', 'dfn-cert: DFN-CERT-2011-1306', 'dfn-cert: DFN-CERT-2010-0984', 'dfn-cert: DFN-CERT-2010-0842', 'dfn-cert: DFN-CERT-2010-0641', 'dfn-cert: DFN-CERT-2010-0639', 'dfn-cert: DFN-CERT-2010-0275', 'dfn-cert: DFN-CERT-2010-0268', 'dfn-cert: DFN-CERT-2010-0266', 'dfn-cert: DFN-CERT-2010-0218', 'dfn-cert: DFN-CERT-2010-0198', 'dfn-cert: DFN-CERT-2010-0155', 'dfn-cert: DFN-CERT-2010-0136', 'dfn-cert: DFN-CERT-2010-0134', 'dfn-cert: DFN-CERT-2010-0133', 'dfn-cert: DFN-CERT-2010-0129']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
Samba Information Disclosure Vulnerability (CVE-2021-44141),['Samba is prone to an information disclosure vulnerability.'],"['Installed version: 3.0.20', 'Fixed version: 4.15.5', 'Installation path / port: 445/tcp']","['SMB NativeLanMan (OID: 1.3.6.1.4.1.25623.1.0.102011)', 'Checks if a vulnerable version is present on the target host.']","['cpe:/a:samba:samba:3.0.20', 'Product: cpe:/a:samba:samba:3.0.20', 'Method: SMB NativeLanMan', 'OID: 1.3.6.1.4.1.25623.1.0.102011']",[],['Update to version 4.15.5 or later.'],"['Samba is vulnerable to a malicious client using a server symlink to determine if a file or directory exists in an area of the server file system not exported under the share definition. SMB1 with unix extensions has to be enabled in order for this attack to succeed. Clients that have write access to the exported part of the file system under a share via SMB1 unix extensions or via NFS can create symlinks that point to arbitrary files or directories on the server filesystem. Clients can then use SMB1 unix extension information queries to determine if the target of the symlink exists or not by examining error codes returned from the smbd server. There is no ability to access these files or directories, only to determine if they exist or not. If SMB1 is turned off and only SMB2 is used, or unix extensions are not enabled then there is no way to discover if a symlink points to a valid target or not via SMB2. For this reason, even if symlinks are created via NFS, if the Samba server does not allow SMB1 with unix extensions there is no way to exploit this bug. Finding out what files or directories exist on a file server can help attackers guess system user names or the exact operating system release and applications running on the server hosting Samba which may help mount further attacks. SMB1 has been disabled on Samba since version 4.11.0 and onwards.']",[],"['4.3', '7.5']",445.0,tcp,MEDIUM,"['cve: CVE-2021-44141', 'url: https://www.samba.org/samba/security/CVE-2021-44141.html', 'cert-bund: WID-SEC-2022-0466', 'cert-bund: CB-K22/0128', 'dfn-cert: DFN-CERT-2022-1032', 'dfn-cert: DFN-CERT-2022-0264']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
OpenBSD OpenSSH <= 7.9 Multiple Vulnerabilities,['OpenBSD OpenSSH is prone to multiple vulnerabilities.'],"['Installed version: 4.7p1', 'Fixed version: 8.0']",['Checks if a vulnerable version is present on the target host.'],['cpe:/a:openbsd:openssh:4.7p1'],[],['Update to version 8.0 or later.'],"['CVE-2018-20685: bypass of intended access restrictions in the scp client', 'CVE-2019-6109, CVE-2019-6110: manipulation of the output in the scp client by a malicious server', 'CVE-2019-6111: overwrite of arbitrary files in the scp client by a malicious server']",[],['6.8'],22.0,tcp,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
"OpenSSH 4.4 < 4.9 Permission, Privileges and Access Controls Vulnerability",['OpenSSH 4.4 up to versions before 4.9 allows remote authenticated users to bypass the sshd_cong ForceCommand directive by modifying the .ssh/rc session file.'],"['Product: cpe:/a:openbsd:openssh:4.7p1', 'Detected by OpenSSH Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.108577)']",[],"['Product: cpe:/a:openbsd:openssh:4.7p1', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],[],[],[],['6.5'],,,MEDIUM,"['cve: CVE-2018-20685', 'cve: CVE-2019-6109', 'cve: CVE-2019-6110', 'cve: CVE-2019-6111', 'url: https://sintonen.fi/advisories/scp-client-multiple-vulnerabilities.txt', 'url: http://www.openwall.com/lists/oss-security/2019/04/18/1', 'cert-bund: WID-SEC-2024-1082', 'cert-bund: WID-SEC-2024-0872', 'cert-bund: WID-SEC-2023-1995', 'cert-bund: WID-SEC-2023-0561', 'cert-bund: CB-K19/0627', 'cert-bund: CB-K19/0312', 'cert-bund: CB-K19/0058', 'cert-bund: CB-K19/0037', 'dfn-cert: DFN-CERT-2024-1260', 'dfn-cert: DFN-CERT-2019-2157', 'dfn-cert: DFN-CERT-2019-1470', 'dfn-cert: DFN-CERT-2019-0970', 'dfn-cert: DFN-CERT-2019-0776', 'dfn-cert: DFN-CERT-2019-0563', 'dfn-cert: DFN-CERT-2019-0415', 'dfn-cert: DFN-CERT-2019-0357', 'dfn-cert: DFN-CERT-2019-0275', 'dfn-cert: DFN-CERT-2019-0136', 'dfn-cert: DFN-CERT-2019-0094']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
"OpenSSH 4.4 < 4.9 Permission, Privileges and Access Controls Vulnerability",['OpenSSH 4.4 up to versions before 4.9 allows remote authenticated users to bypass the sshd_cong ForceCommand directive by modifying the .ssh/rc session file.'],"['Installed version: 4.7p1', 'Fixed version: 4.9']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:openbsd:openssh:4.7p1', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],['Update to version 4.9 or later.'],['Please see the references for more information on the vulnerabilities.'],[],['6.5'],22.0,tcp,MEDIUM,"['cve: CVE-2008-1657', 'url: https://www.openbsd.org/errata43.html#001_openssh']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
OpenBSD OpenSSH < 9.6 Multiple Vulnerabilities (Terrapin Attack),[],[],[],"['Product: cpe:/a:openbsd:openssh:4.7p1', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],[],[],[],[],,,MEDIUM,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
OpenBSD OpenSSH < 9.6 Multiple Vulnerabilities (Terrapin Attack),"['OpenBSD OpenSSH is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Installed version: 4.7p1', 'Fixed version: 9.6', 'Installation path / port: 22/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:openbsd:openssh:4.7p1', 'Method: OpenSSH Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.108577']",[],"['Update to version 9.6 or later.', 'Note: Client and Server implementations need to run a fixed version to mitigate the Terrapin attack.']","[""- CVE-2023-48795: The SSH transport protocol with certain OpenSSH extensions allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a 'Terrapin attack'."", '- CVE-2023-51384: In ssh-agent certain destination constraints can be incompletely applied. When destination constraints are specified during addition of PKCS#11-hosted private keys, these constraints are only applied to the first key, even if a PKCS#11 token returns multiple keys.', '- CVE-2023-51385: OS command injection might occur if a user name or host name has shell metacharacters, and this name is referenced by an expansion token in certain situations. For example, an untrusted Git repository can have a submodule with shell metacharacters in a user name or host name.']",[],['7.5'],22.0,tcp,HIGH,[],[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",[],[],[],[],[],[],[],[],['7.5'],,,HIGH,"['cve: CVE-2023-48795', 'cve: CVE-2023-51384', 'cve: CVE-2023-51385', 'url: https://www.openssh.com/txt/release-9.6', 'url: https://terrapin-attack.com', 'url: https://vin01.github.io/piptagole/ssh/security/openssh/libssh/remote-code-execution/2023/12/20/openssh-proxycommand-libssh-rce.html', 'url: https://github.com/vin01/poc-proxycommand-vulnerable', 'cert-bund: WID-SEC-2025-0810', 'cert-bund: WID-SEC-2025-0168', 'cert-bund: WID-SEC-2025-0144', 'cert-bund: WID-SEC-2025-0139', 'cert-bund: WID-SEC-2024-3377', 'cert-bund: WID-SEC-2024-3320', 'cert-bund: WID-SEC-2024-3198', 'cert-bund: WID-SEC-2024-3195', 'cert-bund: WID-SEC-2024-3140', 'cert-bund: WID-SEC-2024-1913', 'cert-bund: WID-SEC-2024-1781', 'cert-bund: WID-SEC-2024-1701', 'cert-bund: WID-SEC-2024-1656', 'cert-bund: WID-SEC-2024-1655', 'cert-bund: WID-SEC-2024-1643', 'cert-bund: WID-SEC-2024-1642', 'cert-bund: WID-SEC-2024-1639', 'cert-bund: WID-SEC-2024-1637', 'cert-bund: WID-SEC-2024-1630', 'cert-bund: WID-SEC-2024-1474', 'cert-bund: WID-SEC-2024-1248', 'cert-bund: WID-SEC-2024-1228', 'cert-bund: WID-SEC-2024-1186', 'cert-bund: WID-SEC-2024-1082', 'cert-bund: WID-SEC-2024-0899', 'cert-bund: WID-SEC-2024-0892', 'cert-bund: WID-SEC-2024-0889', 'cert-bund: WID-SEC-2024-0885', 'cert-bund: WID-SEC-2024-0874', 'cert-bund: WID-SEC-2024-0869', 'cert-bund: WID-SEC-2024-0578', 'cert-bund: WID-SEC-2024-0564']",[],[],[],OPENVAS,llama4,openvas_tleemcjr_metasploitable2,172.30.1.1,,,,,,,
