Total vulnerabilidades no vulnnet: 6343
Total vulnerabilidades extraídas: 6700
Acertos: 6101 (96.18%)
Inventadas (no dataset mas não no vulnnet): 599 (8.94%)
Faltantes (no vulnnet mas não no dataset): 242 (3.82%)

--- Inventadas (exemplos) ---
172.30.9.3 | 'favicon.ico' Based Fingerprinting (HTTP) | 1 a mais
172.30.7.2 | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | 100.0
172.30.1.3 | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | 100.0
172.30.9.2 | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | 100.0
172.30.1.1 | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | PHP < 5.4.43, 5.5.x < 5.5.27, 5.6.x < 5.6.11 Multiple Vulnerabilities (Mar 2016) - Linux | 100.0
172.31.1.107 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.39.1 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.9.3 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.9.4 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.1.3 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.9.2 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.1.1 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.31.1.107 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.39.1 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.9.3 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.9.4 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.1.4 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.7.2 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.7.2 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.1.3 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.9.2 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.30.1.1 | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12, 7.x < 7.0.4 DoS and Information Disclosure Vulnerability - Linux | 100.0
172.31.1.107 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.39.1 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.9.3 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.9.4 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.1.3 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.30.9.2 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 Multiple Vulnerabilities (Jul 2016) - Linux | 100.0
172.31.1.107 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.39.1 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.9.3 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.9.4 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.1.3 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.9.2 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.1.1 | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | PHP < 5.4.45, 5.5.x < 5.5.29, 5.6.x < 5.6.13 RCE Vulnerability (Mar 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.5.2 Session Fixation Vulnerability (Aug 2013) | PHP < 5.5.2 Session Fixation Vulnerability (Aug 2013) | 100.0
172.30.1.3 | PHP < 5.5.2 Session Fixation Vulnerability (Aug 2013) | PHP < 5.5.2 Session Fixation Vulnerability (Aug 2013) | 100.0
172.30.1.1 | PHP < 5.5.2 Session Fixation Vulnerability (Aug 2013) | PHP < 5.5.2 Session Fixation Vulnerability (Aug 2013) | 100.0
172.31.1.107 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.39.1 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.9.3 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.9.4 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.1.4 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.7.2 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.7.2 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.1.3 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.9.2 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.30.1.1 | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | PHP < 5.5.21, 5.6.x < 5.6.5 Multiple DoS Vulnerabilities (Jan 2015) | 100.0
172.31.1.107 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.39.1 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.9.3 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.9.4 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.1.4 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.7.2 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.7.2 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.1.3 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.9.2 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.30.1.1 | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | PHP < 5.5.22, 5.6.x < 5.6.6 XXE Vulnerability - Linux | 100.0
172.31.1.107 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.39.1 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.9.3 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.9.4 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.1.4 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.7.2 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.7.2 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.1.3 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.9.2 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.30.1.1 | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | PHP < 5.5.24, 5.6.x < 5.6.8 DoS Vulnerability - Linux | 100.0
172.31.1.107 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.39.1 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.9.3 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.9.4 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.1.3 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.9.2 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.30.1.1 | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux | 100.0
172.31.1.107 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.39.1 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.9.3 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.9.4 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.1.3 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.9.2 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.30.1.1 | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | PHP < 5.5.28, 5.6.x < 5.6.12 DoS Vulnerability (Jul 2016) - Linux | 100.0
172.31.1.107 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.39.1 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.9.3 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.9.4 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.1.4 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.7.2 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.7.2 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.1.3 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.9.2 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.30.1.1 | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux | 100.0
172.31.1.107 | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | 100.0
172.30.39.1 | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | 100.0
172.30.9.3 | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | 100.0
172.30.9.4 | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | 100.0
172.30.1.4 | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | 100.0
172.30.7.2 | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 DoS Vulnerability (Aug 2016) - Linux | 100.0
